model: meta-llama/Llama-2-7b-hf
fewshot: 1
=================0.6=================
Local
|                 Tasks                 |Version|Filter|n-shot|Metric|Value |   |Stderr|
|  - marketing                          |Yaml   |none  |     0|acc   |0.2650|±  |0.0289|
|  - medical_genetics                   |Yaml   |none  |     0|acc   |0.2400|±  |0.0429|
|  - miscellaneous                      |Yaml   |none  |     0|acc   |0.2490|±  |0.0155|
|  - nutrition                          |Yaml   |none  |     0|acc   |0.2778|±  |0.0256|
|  - professional_accounting            |Yaml   |none  |     0|acc   |0.2518|±  |0.0259|
|  - professional_medicine              |Yaml   |none  |     0|acc   |0.1654|±  |0.0226|
|  - virology                           |Yaml   |none  |     0|acc   |0.2289|±  |0.0327|
| - social_sciences                     |N/A    |none  |     0|acc   |0.2330|±  |0.0377|
|  - econometrics                       |Yaml   |none  |     0|acc   |0.2632|±  |0.0414|
|  - high_school_geography              |Yaml   |none  |     0|acc   |0.1717|±  |0.0269|
|  - high_school_government_and_politics|Yaml   |none  |     0|acc   |0.2435|±  |0.0310|
|  - high_school_macroeconomics         |Yaml   |none  |     0|acc   |0.2103|±  |0.0207|
|  - high_school_microeconomics         |Yaml   |none  |     0|acc   |0.1933|±  |0.0256|
|  - high_school_psychology             |Yaml   |none  |     0|acc   |0.2440|±  |0.0184|
|  - human_sexuality                    |Yaml   |none  |     0|acc   |0.1985|±  |0.0350|
|  - professional_psychology            |Yaml   |none  |     0|acc   |0.2631|±  |0.0178|
|  - public_relations                   |Yaml   |none  |     0|acc   |0.3182|±  |0.0446|
|  - security_studies                   |Yaml   |none  |     0|acc   |0.2490|±  |0.0277|
|  - sociology                          |Yaml   |none  |     0|acc   |0.2090|±  |0.0287|
|  - us_foreign_policy                  |Yaml   |none  |     0|acc   |0.2000|±  |0.0402|
| - stem                                |N/A    |none  |     0|acc   |0.2563|±  |0.0456|
|  - abstract_algebra                   |Yaml   |none  |     0|acc   |0.2500|±  |0.0435|
|  - anatomy                            |Yaml   |none  |     0|acc   |0.3111|±  |0.0400|
|  - astronomy                          |Yaml   |none  |     0|acc   |0.2829|±  |0.0367|
|  - college_biology                    |Yaml   |none  |     0|acc   |0.2708|±  |0.0372|
|  - college_chemistry                  |Yaml   |none  |     0|acc   |0.2200|±  |0.0416|
|  - college_computer_science           |Yaml   |none  |     0|acc   |0.3100|±  |0.0465|
|  - college_mathematics                |Yaml   |none  |     0|acc   |0.3000|±  |0.0461|
|  - college_physics                    |Yaml   |none  |     0|acc   |0.2255|±  |0.0416|
|  - computer_security                  |Yaml   |none  |     0|acc   |0.2800|±  |0.0451|
|  - conceptual_physics                 |Yaml   |none  |     0|acc   |0.2128|±  |0.0268|
|  - electrical_engineering             |Yaml   |none  |     0|acc   |0.2138|±  |0.0342|
|  - elementary_mathematics             |Yaml   |none  |     0|acc   |0.2434|±  |0.0221|
|  - high_school_biology                |Yaml   |none  |     0|acc   |0.2355|±  |0.0241|
|  - high_school_chemistry              |Yaml   |none  |     0|acc   |0.2906|±  |0.0319|
|  - high_school_computer_science       |Yaml   |none  |     0|acc   |0.3400|±  |0.0476|
|  - high_school_mathematics            |Yaml   |none  |     0|acc   |0.2407|±  |0.0261|
|  - high_school_physics                |Yaml   |none  |     0|acc   |0.2583|±  |0.0357|
|  - high_school_statistics             |Yaml   |none  |     0|acc   |0.2269|±  |0.0286|
|  - machine_learning                   |Yaml   |none  |     0|acc   |0.2946|±  |0.0433|

|      Groups      |Version|Filter|n-shot|Metric|Value |   |Stderr|
|------------------|-------|------|-----:|------|-----:|---|-----:|
|mmlu              |N/A    |none  |     0|acc   |0.2488|±  |0.0388|
| - humanities     |N/A    |none  |     0|acc   |0.2546|±  |0.0325|
| - other          |N/A    |none  |     0|acc   |0.2481|±  |0.0387|
| - social_sciences|N/A    |none  |     0|acc   |0.2330|±  |0.0377|
| - stem           |N/A    |none  |     0|acc   |0.2563|±  |0.0456|

==============================================
model: facebook/opt-2.7b
fewshot: 1
=================0.6=================
Local
|                 Tasks                 |Version|Filter|n-shot|Metric|Value |   |Stderr|
|---------------------------------------|-------|------|-----:|------|-----:|---|-----:|
|mmlu                                   |N/A    |none  |     0|acc   |0.2460|±  |0.0387|
| - humanities                          |N/A    |none  |     0|acc   |0.2495|±  |0.0248|
|  - formal_logic                       |Yaml   |none  |     0|acc   |0.2778|±  |0.0401|
|  - high_school_european_history       |Yaml   |none  |     0|acc   |0.2424|±  |0.0335|
|  - high_school_us_history             |Yaml   |none  |     0|acc   |0.2353|±  |0.0298|
|  - high_school_world_history          |Yaml   |none  |     0|acc   |0.2194|±  |0.0269|
|  - international_law                  |Yaml   |none  |     0|acc   |0.2231|±  |0.0380|
|  - jurisprudence                      |Yaml   |none  |     0|acc   |0.2778|±  |0.0433|
|  - logical_fallacies                  |Yaml   |none  |     0|acc   |0.2270|±  |0.0329|
|  - moral_disputes                     |Yaml   |none  |     0|acc   |0.2370|±  |0.0229|
|  - moral_scenarios                    |Yaml   |none  |     0|acc   |0.2503|±  |0.0145|
|  - philosophy                         |Yaml   |none  |     0|acc   |0.2444|±  |0.0244|
|  - prehistory                         |Yaml   |none  |     0|acc   |0.2654|±  |0.0246|
|  - professional_law                   |Yaml   |none  |     0|acc   |0.2568|±  |0.0112|
|  - world_religions                    |Yaml   |none  |     0|acc   |0.2515|±  |0.0333|
| - other                               |N/A    |none  |     0|acc   |0.2491|±  |0.0443|
|  - business_ethics                    |Yaml   |none  |     0|acc   |0.2800|±  |0.0451|
|  - clinical_knowledge                 |Yaml   |none  |     0|acc   |0.2264|±  |0.0258|
|  - college_medicine                   |Yaml   |none  |     0|acc   |0.1965|±  |0.0303|
|  - global_facts                       |Yaml   |none  |     0|acc   |0.2600|±  |0.0441|
|  - human_aging                        |Yaml   |none  |     0|acc   |0.3274|±  |0.0315|
|  - management                         |Yaml   |none  |     0|acc   |0.2427|±  |0.0425|
|  - marketing                          |Yaml   |none  |     0|acc   |0.2863|±  |0.0296|
|  - medical_genetics                   |Yaml   |none  |     0|acc   |0.3100|±  |0.0465|
|  - miscellaneous                      |Yaml   |none  |     0|acc   |0.2529|±  |0.0155|
|  - nutrition                          |Yaml   |none  |     0|acc   |0.2222|±  |0.0238|
|  - professional_accounting            |Yaml   |none  |     0|acc   |0.2482|±  |0.0258|
|  - professional_medicine              |Yaml   |none  |     0|acc   |0.1765|±  |0.0232|
|  - virology                           |Yaml   |none  |     0|acc   |0.2771|±  |0.0348|
| - social_sciences                     |N/A    |none  |     0|acc   |0.2376|±  |0.0403|
|  - econometrics                       |Yaml   |none  |     0|acc   |0.2018|±  |0.0378|
|  - high_school_geography              |Yaml   |none  |     0|acc   |0.2323|±  |0.0301|
|  - high_school_government_and_politics|Yaml   |none  |     0|acc   |0.1917|±  |0.0284|
|  - high_school_macroeconomics         |Yaml   |none  |     0|acc   |0.2179|±  |0.0209|
|  - high_school_microeconomics         |Yaml   |none  |     0|acc   |0.2143|±  |0.0267|
|  - high_school_psychology             |Yaml   |none  |     0|acc   |0.2110|±  |0.0175|
|  - human_sexuality                    |Yaml   |none  |     0|acc   |0.2519|±  |0.0381|
|  - professional_psychology            |Yaml   |none  |     0|acc   |0.2663|±  |0.0179|
|  - public_relations                   |Yaml   |none  |     0|acc   |0.2545|±  |0.0417|
|  - security_studies                   |Yaml   |none  |     0|acc   |0.2612|±  |0.0281|
|  - sociology                          |Yaml   |none  |     0|acc   |0.2438|±  |0.0304|
|  - us_foreign_policy                  |Yaml   |none  |     0|acc   |0.3700|±  |0.0485|
| - stem                                |N/A    |none  |     0|acc   |0.2461|±  |0.0467|
|  - abstract_algebra                   |Yaml   |none  |     0|acc   |0.2000|±  |0.0402|
|  - anatomy                            |Yaml   |none  |     0|acc   |0.2296|±  |0.0363|
|  - astronomy                          |Yaml   |none  |     0|acc   |0.2368|±  |0.0346|
|  - college_biology                    |Yaml   |none  |     0|acc   |0.2639|±  |0.0369|
|  - college_chemistry                  |Yaml   |none  |     0|acc   |0.2200|±  |0.0416|
|  - college_computer_science           |Yaml   |none  |     0|acc   |0.2200|±  |0.0416|
|  - college_mathematics                |Yaml   |none  |     0|acc   |0.2200|±  |0.0416|
|  - college_physics                    |Yaml   |none  |     0|acc   |0.2255|±  |0.0416|
|  - computer_security                  |Yaml   |none  |     0|acc   |0.2600|±  |0.0441|
|  - conceptual_physics                 |Yaml   |none  |     0|acc   |0.2468|±  |0.0282|
|  - electrical_engineering             |Yaml   |none  |     0|acc   |0.2621|±  |0.0366|
|  - elementary_mathematics             |Yaml   |none  |     0|acc   |0.2672|±  |0.0228|
|  - high_school_biology                |Yaml   |none  |     0|acc   |0.2677|±  |0.0252|
|  - high_school_chemistry              |Yaml   |none  |     0|acc   |0.2562|±  |0.0307|
|  - high_school_computer_science       |Yaml   |none  |     0|acc   |0.3100|±  |0.0465|
|  - high_school_mathematics            |Yaml   |none  |     0|acc   |0.2741|±  |0.0272|
|  - high_school_physics                |Yaml   |none  |     0|acc   |0.1921|±  |0.0322|
|  - high_school_statistics             |Yaml   |none  |     0|acc   |0.1574|±  |0.0248|
|  - machine_learning                   |Yaml   |none  |     0|acc   |0.3214|±  |0.0443|

|      Groups      |Version|Filter|n-shot|Metric|Value |   |Stderr|
|------------------|-------|------|-----:|------|-----:|---|-----:|
|mmlu              |N/A    |none  |     0|acc   |0.2460|±  |0.0387|
| - humanities     |N/A    |none  |     0|acc   |0.2495|±  |0.0248|
| - other          |N/A    |none  |     0|acc   |0.2491|±  |0.0443|
| - social_sciences|N/A    |none  |     0|acc   |0.2376|±  |0.0403|
| - stem           |N/A    |none  |     0|acc   |0.2461|±  |0.0467|

==============================================
H2O
|                 Tasks                 |Version|Filter|n-shot|Metric|Value |   |Stderr|
|---------------------------------------|-------|------|-----:|------|-----:|---|-----:|
|mmlu                                   |N/A    |none  |     0|acc   |0.2552|±  |0.0373|
| - humanities                          |N/A    |none  |     0|acc   |0.2657|±  |0.0269|
|  - formal_logic                       |Yaml   |none  |     0|acc   |0.2460|±  |0.0385|
|  - high_school_european_history       |Yaml   |none  |     0|acc   |0.2909|±  |0.0355|
|  - high_school_us_history             |Yaml   |none  |     0|acc   |0.2794|±  |0.0315|
|  - high_school_world_history          |Yaml   |none  |     0|acc   |0.2700|±  |0.0289|
|  - international_law                  |Yaml   |none  |     0|acc   |0.2893|±  |0.0414|
|  - jurisprudence                      |Yaml   |none  |     0|acc   |0.2963|±  |0.0441|
|  - logical_fallacies                  |Yaml   |none  |     0|acc   |0.3313|±  |0.0370|
|  - moral_disputes                     |Yaml   |none  |     0|acc   |0.2746|±  |0.0240|
|  - moral_scenarios                    |Yaml   |none  |     0|acc   |0.2547|±  |0.0146|
|  - philosophy                         |Yaml   |none  |     0|acc   |0.2797|±  |0.0255|
|  - prehistory                         |Yaml   |none  |     0|acc   |0.2716|±  |0.0247|
|  - professional_law                   |Yaml   |none  |     0|acc   |0.2503|±  |0.0111|
|  - world_religions                    |Yaml   |none  |     0|acc   |0.2749|±  |0.0342|
| - other                               |N/A    |none  |     0|acc   |0.2308|±  |0.0394|
|  - business_ethics                    |Yaml   |none  |     0|acc   |0.2200|±  |0.0416|
|  - clinical_knowledge                 |Yaml   |none  |     0|acc   |0.1925|±  |0.0243|
|  - college_medicine                   |Yaml   |none  |     0|acc   |0.2486|±  |0.0330|
|  - global_facts                       |Yaml   |none  |     0|acc   |0.2400|±  |0.0429|
|  - human_aging                        |Yaml   |none  |     0|acc   |0.2063|±  |0.0272|
|  - management                         |Yaml   |none  |     0|acc   |0.2136|±  |0.0406|
|  - marketing                          |Yaml   |none  |     0|acc   |0.2863|±  |0.0296|
|  - medical_genetics                   |Yaml   |none  |     0|acc   |0.1900|±  |0.0394|
|  - miscellaneous                      |Yaml   |none  |     0|acc   |0.2516|±  |0.0155|
|  - nutrition                          |Yaml   |none  |     0|acc   |0.2320|±  |0.0242|
|  - professional_accounting            |Yaml   |none  |     0|acc   |0.2518|±  |0.0259|
|  - professional_medicine              |Yaml   |none  |     0|acc   |0.1618|±  |0.0224|
|  - virology                           |Yaml   |none  |     0|acc   |0.2410|±  |0.0333|
| - social_sciences                     |N/A    |none  |     0|acc   |0.2467|±  |0.0306|
|  - econometrics                       |Yaml   |none  |     0|acc   |0.2281|±  |0.0395|
|  - high_school_geography              |Yaml   |none  |     0|acc   |0.2121|±  |0.0291|
|  - high_school_government_and_politics|Yaml   |none  |     0|acc   |0.3005|±  |0.0331|
|  - high_school_macroeconomics         |Yaml   |none  |     0|acc   |0.2615|±  |0.0223|
|  - high_school_microeconomics         |Yaml   |none  |     0|acc   |0.2479|±  |0.0280|
|  - high_school_psychology             |Yaml   |none  |     0|acc   |0.2495|±  |0.0186|
|  - human_sexuality                    |Yaml   |none  |     0|acc   |0.1908|±  |0.0345|
|  - professional_psychology            |Yaml   |none  |     0|acc   |0.2565|±  |0.0177|
|  - public_relations                   |Yaml   |none  |     0|acc   |0.2364|±  |0.0407|
|  - security_studies                   |Yaml   |none  |     0|acc   |0.2204|±  |0.0265|
|  - sociology                          |Yaml   |none  |     0|acc   |0.2587|±  |0.0310|
|  - us_foreign_policy                  |Yaml   |none  |     0|acc   |0.2200|±  |0.0416|
| - stem                                |N/A    |none  |     0|acc   |0.2718|±  |0.0467|
|  - abstract_algebra                   |Yaml   |none  |     0|acc   |0.3200|±  |0.0469|
|  - anatomy                            |Yaml   |none  |     0|acc   |0.3111|±  |0.0400|
|  - astronomy                          |Yaml   |none  |     0|acc   |0.2105|±  |0.0332|
|  - college_biology                    |Yaml   |none  |     0|acc   |0.2778|±  |0.0375|
|  - college_chemistry                  |Yaml   |none  |     0|acc   |0.1900|±  |0.0394|
|  - college_computer_science           |Yaml   |none  |     0|acc   |0.2500|±  |0.0435|
|  - college_mathematics                |Yaml   |none  |     0|acc   |0.2600|±  |0.0441|
|  - college_physics                    |Yaml   |none  |     0|acc   |0.2353|±  |0.0422|
|  - computer_security                  |Yaml   |none  |     0|acc   |0.2100|±  |0.0409|
|  - conceptual_physics                 |Yaml   |none  |     0|acc   |0.2511|±  |0.0283|
|  - electrical_engineering             |Yaml   |none  |     0|acc   |0.2966|±  |0.0381|
|  - elementary_mathematics             |Yaml   |none  |     0|acc   |0.2672|±  |0.0228|
|  - high_school_biology                |Yaml   |none  |     0|acc   |0.2677|±  |0.0252|
|  - high_school_chemistry              |Yaml   |none  |     0|acc   |0.2906|±  |0.0319|
|  - high_school_computer_science       |Yaml   |none  |     0|acc   |0.3500|±  |0.0479|
|  - high_school_mathematics            |Yaml   |none  |     0|acc   |0.2852|±  |0.0275|
|  - high_school_physics                |Yaml   |none  |     0|acc   |0.3311|±  |0.0384|
|  - high_school_statistics             |Yaml   |none  |     0|acc   |0.2778|±  |0.0305|
|  - machine_learning                   |Yaml   |none  |     0|acc   |0.2589|±  |0.0416|

|      Groups      |Version|Filter|n-shot|Metric|Value |   |Stderr|
|------------------|-------|------|-----:|------|-----:|---|-----:|
|mmlu              |N/A    |none  |     0|acc   |0.2552|±  |0.0373|
| - humanities     |N/A    |none  |     0|acc   |0.2657|±  |0.0269|
| - other          |N/A    |none  |     0|acc   |0.2308|±  |0.0394|
| - social_sciences|N/A    |none  |     0|acc   |0.2467|±  |0.0306|
| - stem           |N/A    |none  |     0|acc   |0.2718|±  |0.0467|

==============================================
H2O-decay
|                 Tasks                 |Version|Filter|n-shot|Metric|Value |   |Stderr|
|---------------------------------------|-------|------|-----:|------|-----:|---|-----:|
|mmlu                                   |N/A    |none  |     0|acc   |0.2557|±  |0.0375|
| - humanities                          |N/A    |none  |     0|acc   |0.2546|±  |0.0300|
|  - formal_logic                       |Yaml   |none  |     0|acc   |0.2460|±  |0.0385|
|  - high_school_european_history       |Yaml   |none  |     0|acc   |0.2182|±  |0.0323|
|  - high_school_us_history             |Yaml   |none  |     0|acc   |0.2843|±  |0.0317|
|  - high_school_world_history          |Yaml   |none  |     0|acc   |0.2363|±  |0.0277|
|  - international_law                  |Yaml   |none  |     0|acc   |0.2149|±  |0.0375|
|  - jurisprudence                      |Yaml   |none  |     0|acc   |0.2963|±  |0.0441|
|  - logical_fallacies                  |Yaml   |none  |     0|acc   |0.2945|±  |0.0358|
|  - moral_disputes                     |Yaml   |none  |     0|acc   |0.2630|±  |0.0237|
|  - moral_scenarios                    |Yaml   |none  |     0|acc   |0.2413|±  |0.0143|
|  - philosophy                         |Yaml   |none  |     0|acc   |0.3087|±  |0.0262|
|  - prehistory                         |Yaml   |none  |     0|acc   |0.2747|±  |0.0248|
|  - professional_law                   |Yaml   |none  |     0|acc   |0.2458|±  |0.0110|
|  - world_religions                    |Yaml   |none  |     0|acc   |0.2456|±  |0.0330|
| - other                               |N/A    |none  |     0|acc   |0.2453|±  |0.0339|
|  - business_ethics                    |Yaml   |none  |     0|acc   |0.2400|±  |0.0429|
|  - clinical_knowledge                 |Yaml   |none  |     0|acc   |0.2679|±  |0.0273|
|  - college_medicine                   |Yaml   |none  |     0|acc   |0.2428|±  |0.0327|
|  - global_facts                       |Yaml   |none  |     0|acc   |0.3000|±  |0.0461|
|  - human_aging                        |Yaml   |none  |     0|acc   |0.2063|±  |0.0272|
|  - management                         |Yaml   |none  |     0|acc   |0.2427|±  |0.0425|
|  - marketing                          |Yaml   |none  |     0|acc   |0.2735|±  |0.0292|
|  - medical_genetics                   |Yaml   |none  |     0|acc   |0.2800|±  |0.0451|
|  - miscellaneous                      |Yaml   |none  |     0|acc   |0.2439|±  |0.0154|
|  - nutrition                          |Yaml   |none  |     0|acc   |0.2516|±  |0.0248|
|  - professional_accounting            |Yaml   |none  |     0|acc   |0.2340|±  |0.0253|
|  - professional_medicine              |Yaml   |none  |     0|acc   |0.2132|±  |0.0249|
|  - virology                           |Yaml   |none  |     0|acc   |0.2410|±  |0.0333|
| - social_sciences                     |N/A    |none  |     0|acc   |0.2548|±  |0.0370|
|  - econometrics                       |Yaml   |none  |     0|acc   |0.2368|±  |0.0400|
|  - high_school_geography              |Yaml   |none  |     0|acc   |0.2626|±  |0.0314|
|  - high_school_government_and_politics|Yaml   |none  |     0|acc   |0.2228|±  |0.0300|
|  - high_school_macroeconomics         |Yaml   |none  |     0|acc   |0.2462|±  |0.0218|
|  - high_school_microeconomics         |Yaml   |none  |     0|acc   |0.2815|±  |0.0292|
|  - high_school_psychology             |Yaml   |none  |     0|acc   |0.2385|±  |0.0183|
|  - human_sexuality                    |Yaml   |none  |     0|acc   |0.2672|±  |0.0388|
|  - professional_psychology            |Yaml   |none  |     0|acc   |0.2582|±  |0.0177|
|  - public_relations                   |Yaml   |none  |     0|acc   |0.2545|±  |0.0417|
|  - security_studies                   |Yaml   |none  |     0|acc   |0.2041|±  |0.0258|
|  - sociology                          |Yaml   |none  |     0|acc   |0.3433|±  |0.0336|
|  - us_foreign_policy                  |Yaml   |none  |     0|acc   |0.2900|±  |0.0456|
| - stem                                |N/A    |none  |     0|acc   |0.2683|±  |0.0482|
|  - abstract_algebra                   |Yaml   |none  |     0|acc   |0.3000|±  |0.0461|
|  - anatomy                            |Yaml   |none  |     0|acc   |0.3111|±  |0.0400|
|  - astronomy                          |Yaml   |none  |     0|acc   |0.2566|±  |0.0355|
|  - college_biology                    |Yaml   |none  |     0|acc   |0.2500|±  |0.0362|
|  - college_chemistry                  |Yaml   |none  |     0|acc   |0.2200|±  |0.0416|
|  - college_computer_science           |Yaml   |none  |     0|acc   |0.3300|±  |0.0473|
|  - college_mathematics                |Yaml   |none  |     0|acc   |0.3000|±  |0.0461|
|  - college_physics                    |Yaml   |none  |     0|acc   |0.2843|±  |0.0449|
|  - computer_security                  |Yaml   |none  |     0|acc   |0.2200|±  |0.0416|
|  - conceptual_physics                 |Yaml   |none  |     0|acc   |0.1830|±  |0.0253|
|  - electrical_engineering             |Yaml   |none  |     0|acc   |0.2690|±  |0.0370|
|  - elementary_mathematics             |Yaml   |none  |     0|acc   |0.2407|±  |0.0220|
|  - high_school_biology                |Yaml   |none  |     0|acc   |0.2613|±  |0.0250|
|  - high_school_chemistry              |Yaml   |none  |     0|acc   |0.2808|±  |0.0316|
|  - high_school_computer_science       |Yaml   |none  |     0|acc   |0.3500|±  |0.0479|
|  - high_school_mathematics            |Yaml   |none  |     0|acc   |0.3185|±  |0.0284|
|  - high_school_physics                |Yaml   |none  |     0|acc   |0.2914|±  |0.0371|
|  - high_school_statistics             |Yaml   |none  |     0|acc   |0.2824|±  |0.0307|
|  - machine_learning                   |Yaml   |none  |     0|acc   |0.2321|±  |0.0401|

|      Groups      |Version|Filter|n-shot|Metric|Value |   |Stderr|
|------------------|-------|------|-----:|------|-----:|---|-----:|
|mmlu              |N/A    |none  |     0|acc   |0.2557|±  |0.0375|
| - humanities     |N/A    |none  |     0|acc   |0.2546|±  |0.0300|
| - other          |N/A    |none  |     0|acc   |0.2453|±  |0.0339|
| - social_sciences|N/A    |none  |     0|acc   |0.2548|±  |0.0370|
| - stem           |N/A    |none  |     0|acc   |0.2683|±  |0.0482|

==============================================
=================0.8=================
Local
|                 Tasks                 |Version|Filter|n-shot|Metric|Value |   |Stderr|
|---------------------------------------|-------|------|-----:|------|-----:|---|-----:|
|mmlu                                   |N/A    |none  |     0|acc   |0.2465|±  |0.0403|
| - humanities                          |N/A    |none  |     0|acc   |0.2431|±  |0.0294|
|  - formal_logic                       |Yaml   |none  |     0|acc   |0.2460|±  |0.0385|
|  - high_school_european_history       |Yaml   |none  |     0|acc   |0.1818|±  |0.0301|
|  - high_school_us_history             |Yaml   |none  |     0|acc   |0.2598|±  |0.0308|
|  - high_school_world_history          |Yaml   |none  |     0|acc   |0.2321|±  |0.0275|
|  - international_law                  |Yaml   |none  |     0|acc   |0.2231|±  |0.0380|
|  - jurisprudence                      |Yaml   |none  |     0|acc   |0.2037|±  |0.0389|
|  - logical_fallacies                  |Yaml   |none  |     0|acc   |0.2270|±  |0.0329|
|  - moral_disputes                     |Yaml   |none  |     0|acc   |0.2428|±  |0.0231|
|  - moral_scenarios                    |Yaml   |none  |     0|acc   |0.2425|±  |0.0143|
|  - philosophy                         |Yaml   |none  |     0|acc   |0.2926|±  |0.0258|
|  - prehistory                         |Yaml   |none  |     0|acc   |0.2654|±  |0.0246|
|  - professional_law                   |Yaml   |none  |     0|acc   |0.2360|±  |0.0108|
|  - world_religions                    |Yaml   |none  |     0|acc   |0.2865|±  |0.0347|
| - other                               |N/A    |none  |     0|acc   |0.2601|±  |0.0502|
|  - business_ethics                    |Yaml   |none  |     0|acc   |0.3100|±  |0.0465|
|  - clinical_knowledge                 |Yaml   |none  |     0|acc   |0.2755|±  |0.0275|
|  - college_medicine                   |Yaml   |none  |     0|acc   |0.1965|±  |0.0303|
|  - global_facts                       |Yaml   |none  |     0|acc   |0.1200|±  |0.0327|
|  - human_aging                        |Yaml   |none  |     0|acc   |0.3363|±  |0.0317|
|  - management                         |Yaml   |none  |     0|acc   |0.2524|±  |0.0430|
|  - marketing                          |Yaml   |none  |     0|acc   |0.2650|±  |0.0289|
|  - medical_genetics                   |Yaml   |none  |     0|acc   |0.3500|±  |0.0479|
|  - miscellaneous                      |Yaml   |none  |     0|acc   |0.2861|±  |0.0162|
|  - nutrition                          |Yaml   |none  |     0|acc   |0.2386|±  |0.0244|
|  - professional_accounting            |Yaml   |none  |     0|acc   |0.2234|±  |0.0248|
|  - professional_medicine              |Yaml   |none  |     0|acc   |0.2132|±  |0.0249|
|  - virology                           |Yaml   |none  |     0|acc   |0.2530|±  |0.0338|
| - social_sciences                     |N/A    |none  |     0|acc   |0.2411|±  |0.0386|
|  - econometrics                       |Yaml   |none  |     0|acc   |0.2456|±  |0.0405|
|  - high_school_geography              |Yaml   |none  |     0|acc   |0.2222|±  |0.0296|
|  - high_school_government_and_politics|Yaml   |none  |     0|acc   |0.2539|±  |0.0314|
|  - high_school_macroeconomics         |Yaml   |none  |     0|acc   |0.2179|±  |0.0209|
|  - high_school_microeconomics         |Yaml   |none  |     0|acc   |0.2353|±  |0.0276|
|  - high_school_psychology             |Yaml   |none  |     0|acc   |0.2147|±  |0.0176|
|  - human_sexuality                    |Yaml   |none  |     0|acc   |0.2061|±  |0.0355|
|  - professional_psychology            |Yaml   |none  |     0|acc   |0.2908|±  |0.0184|
|  - public_relations                   |Yaml   |none  |     0|acc   |0.3182|±  |0.0446|
|  - security_studies                   |Yaml   |none  |     0|acc   |0.1959|±  |0.0254|
|  - sociology                          |Yaml   |none  |     0|acc   |0.2537|±  |0.0308|
|  - us_foreign_policy                  |Yaml   |none  |     0|acc   |0.2400|±  |0.0429|
| - stem                                |N/A    |none  |     0|acc   |0.2436|±  |0.0437|
|  - abstract_algebra                   |Yaml   |none  |     0|acc   |0.2200|±  |0.0416|
|  - anatomy                            |Yaml   |none  |     0|acc   |0.2593|±  |0.0379|
|  - astronomy                          |Yaml   |none  |     0|acc   |0.1579|±  |0.0297|
|  - college_biology                    |Yaml   |none  |     0|acc   |0.2569|±  |0.0365|
|  - college_chemistry                  |Yaml   |none  |     0|acc   |0.2000|±  |0.0402|
|  - college_computer_science           |Yaml   |none  |     0|acc   |0.2100|±  |0.0409|
|  - college_mathematics                |Yaml   |none  |     0|acc   |0.2700|±  |0.0446|
|  - college_physics                    |Yaml   |none  |     0|acc   |0.2451|±  |0.0428|
|  - computer_security                  |Yaml   |none  |     0|acc   |0.2500|±  |0.0435|
|  - conceptual_physics                 |Yaml   |none  |     0|acc   |0.2936|±  |0.0298|
|  - electrical_engineering             |Yaml   |none  |     0|acc   |0.2000|±  |0.0333|
|  - elementary_mathematics             |Yaml   |none  |     0|acc   |0.2593|±  |0.0226|
|  - high_school_biology                |Yaml   |none  |     0|acc   |0.2355|±  |0.0241|
|  - high_school_chemistry              |Yaml   |none  |     0|acc   |0.2660|±  |0.0311|
|  - high_school_computer_science       |Yaml   |none  |     0|acc   |0.2600|±  |0.0441|
|  - high_school_mathematics            |Yaml   |none  |     0|acc   |0.2778|±  |0.0273|
|  - high_school_physics                |Yaml   |none  |     0|acc   |0.2384|±  |0.0348|
|  - high_school_statistics             |Yaml   |none  |     0|acc   |0.2176|±  |0.0281|
|  - machine_learning                   |Yaml   |none  |     0|acc   |0.2232|±  |0.0395|

|      Groups      |Version|Filter|n-shot|Metric|Value |   |Stderr|
|------------------|-------|------|-----:|------|-----:|---|-----:|
|mmlu              |N/A    |none  |     0|acc   |0.2465|±  |0.0403|
| - humanities     |N/A    |none  |     0|acc   |0.2431|±  |0.0294|
| - other          |N/A    |none  |     0|acc   |0.2601|±  |0.0502|
| - social_sciences|N/A    |none  |     0|acc   |0.2411|±  |0.0386|
| - stem           |N/A    |none  |     0|acc   |0.2436|±  |0.0437|

==============================================
H2O
|                 Tasks                 |Version|Filter|n-shot|Metric|Value |   |Stderr|
|---------------------------------------|-------|------|-----:|------|-----:|---|-----:|
|mmlu                                   |N/A    |none  |     0|acc   |0.2552|±  |0.0385|
| - humanities                          |N/A    |none  |     0|acc   |0.2661|±  |0.0313|
|  - formal_logic                       |Yaml   |none  |     0|acc   |0.2460|±  |0.0385|
|  - high_school_european_history       |Yaml   |none  |     0|acc   |0.2909|±  |0.0355|
|  - high_school_us_history             |Yaml   |none  |     0|acc   |0.2794|±  |0.0315|
|  - high_school_world_history          |Yaml   |none  |     0|acc   |0.2616|±  |0.0286|
|  - international_law                  |Yaml   |none  |     0|acc   |0.3223|±  |0.0427|
|  - jurisprudence                      |Yaml   |none  |     0|acc   |0.2315|±  |0.0408|
|  - logical_fallacies                  |Yaml   |none  |     0|acc   |0.3374|±  |0.0371|
|  - moral_disputes                     |Yaml   |none  |     0|acc   |0.2890|±  |0.0244|
|  - moral_scenarios                    |Yaml   |none  |     0|acc   |0.2503|±  |0.0145|
|  - philosophy                         |Yaml   |none  |     0|acc   |0.3215|±  |0.0265|
